,name,album,artist,release_date,length,popularity,key,mode,valence,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,mood
160,Best Is Yet To Come (with Kyle Reynolds),Best Is Yet To Come (with Kyle Reynolds),Gryffin,2021-06-02,215201,67,4,1,0.551,0.569,0.0148,0.85,0.0,0.245,-3.914,0.0369,122.042,4,2
161,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),Lady Gaga,2020-05-22,182200,78,9,1,0.646,0.672,0.021,0.855,0.0,0.323,-3.764,0.0397,123.056,4,2
162,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,2020-07-03,166028,85,8,1,0.905,0.734,0.168,0.874,1.14e-05,0.0489,-3.158,0.0662,122.953,4,2
163,Tick Tock (feat. 24kGoldn),Tick Tock (feat. 24kGoldn),Clean Bandit,2020-08-21,178373,77,0,1,0.946,0.779,0.369,0.705,7.91e-06,0.124,-3.895,0.0344,101.022,4,2
164,Call On Me,Call On Me,RAYE,2021-06-11,194880,67,0,1,0.438,0.582,0.021,0.889,0.0,0.687,-4.386,0.0491,121.977,4,2
165,Smile,Smile,Katy Perry,2020-07-10,166898,66,0,1,0.749,0.783,0.0238,0.912,0.0,0.339,-3.713,0.243,98.025,4,2
166,Wave of You,Wave of You,Surfaces,2021-04-09,213842,71,1,1,0.346,0.695,0.057,0.656,0.0,0.267,-6.038,0.0489,90.986,4,2
167,THATS WHAT I WANT,MONTERO,Lil Nas X,2021-09-17,143901,94,1,0,0.546,0.737,0.00614,0.846,0.0,0.0486,-4.51,0.22,87.981,4,2
168,Freedom,Freedom,Kygo,2020-04-17,198635,71,7,1,0.39,0.715,0.127,0.635,0.0,0.0862,-6.591,0.0791,112.887,4,2
169,Best Of You (feat. Elle King),Best Of You (feat. Elle King),Andy Grammer,2020-02-07,185393,46,9,1,0.48,0.653,0.0515,0.623,0.0,0.0869,-5.989,0.0938,175.884,4,2
170,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,Summer Feelings (feat. Charlie Puth),Lennon Stella,2020-04-23,160289,70,5,0,0.7,0.696,0.262,0.686,0.0,0.174,-6.113,0.0309,115.982,4,2
171,Dynamite,Dynamite,BTS,2020-08-21,199053,3,6,0,0.737,0.746,0.0112,0.765,0.0,0.0936,-4.41,0.0993,114.044,4,2
172,Hailey,Justice (The Complete Edition),Justin Bieber,2021-10-08,193354,76,0,0,0.254,0.462,0.0367,0.745,0.0,0.0795,-6.588,0.0699,100.042,4,2
173,Someone,Strawtown,Jubël,2020-03-27,181101,63,2,1,0.347,0.7,0.0531,0.904,8.03e-06,0.105,-4.03,0.0431,103.039,4,2
174,Kings & Queens,Kings & Queens,Ava Max,2020-03-12,162398,6,1,0,0.434,0.638,0.00775,0.688,0.0,0.126,-4.056,0.0407,129.856,4,2
175,Starstruck,Starstruck,Years & Years,2021-04-08,207755,69,9,0,0.691,0.555,0.011,0.879,0.0,0.298,-2.484,0.0983,113.852,4,2
176,2 Hearts (feat. Gia Koka),2 Hearts (feat. Gia Koka),Sam Feldt,2020-01-10,186750,67,7,1,0.597,0.503,0.264,0.754,5.85e-05,0.297,-3.634,0.0424,116.524,4,2
177,Sing It With Me,Sing It With Me,JP Cooper,2019-05-03,201198,2,5,1,0.399,0.54,0.0744,0.793,0.0,0.354,-4.379,0.0493,112.219,4,2
178,One Too Many,One Too Many,Keith Urban,2020-09-16,203893,71,4,1,0.594,0.697,0.247,0.535,0.0,0.569,-6.504,0.068,82.959,4,2
179,My Way (Steve Aoki & Aloe Blacc),My Way (Steve Aoki & Aloe Blacc),Steve Aoki,2020-12-23,197647,61,10,1,0.396,0.585,0.11,0.82,0.0,0.134,-4.428,0.0774,169.895,4,2
180,I'll Wait,I'll Wait,Kygo,2020-04-03,215360,69,1,1,0.351,0.611,0.144,0.651,1.7e-05,0.105,-6.973,0.0589,122.983,4,2
181,Good Mood - Original Song From Paw Patrol: The Movie,Good Mood (Original Song From Paw Patrol: The Movie),Adam Levine,2021-08-06,210643,67,11,0,0.777,0.735,0.00088,0.694,0.0,0.0582,-5.258,0.0387,121.46,4,2
182,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,198081,90,0,1,0.464,0.677,0.321,0.696,0.0,0.42,-6.181,0.119,90.03,4,2
183,Broke Boy,Broke Boy,Malia Civetz,2020-02-28,172568,0,8,1,0.847,0.796,0.164,0.694,0.0,0.0703,-3.979,0.234,98.005,4,2
184,Love Not War (The Tampa Beat),Love Not War (The Tampa Beat),Jason Derulo,2020-11-20,192921,76,8,1,0.865,0.738,0.105,0.85,0.0,0.23,-3.049,0.0642,98.013,4,2
185,Over It,Over It,Drax Project,2021-03-19,169700,56,11,0,0.793,0.747,0.101,0.829,0.0,0.168,-6.157,0.106,119.982,4,2
186,Year of the Young,Year of the Young,Smith & Thell,2020-08-14,164200,59,7,0,0.771,0.611,0.000817,0.88,1.01e-05,0.0598,-6.571,0.0378,144.996,4,2
187,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,2020-11-06,192745,75,7,0,0.699,0.721,0.151,0.745,1.24e-06,0.372,-3.508,0.0366,90.988,4,2
188,I Wish (feat. Mabel),I Wish (feat. Mabel),Joel Corry,2021-10-29,181728,78,9,0,0.733,0.686,0.0896,0.856,0.0,0.0648,-2.717,0.0426,123.997,4,2
189,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-09,171374,68,3,1,0.723,0.795,0.243,0.48,0.0,0.271,-8.556,0.0688,149.919,4,2
190,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],Church,Galantis,2020-02-07,215388,63,9,1,0.137,0.58,0.0304,0.804,0.00359,0.105,-4.618,0.0279,126.005,4,2
191,Body Back (feat. Maia Wright),Body Back (feat. Maia Wright),Gryffin,2019-10-18,214634,66,8,1,0.486,0.686,0.0948,0.83,1.33e-06,0.182,-4.437,0.0369,123.032,4,2
192,Manila,Manila,Ray Dalton,2021-10-15,144621,67,7,1,0.71,0.678,0.234,0.735,0.0,0.423,-5.996,0.0617,150.091,4,2
193,Glorious,Glorious,Ella Henderson,2019-09-13,184800,0,6,1,0.642,0.756,0.155,0.54,0.0,0.0551,-5.456,0.125,108.274,4,2
194,On Me (feat. Ava Max),SCOOB! The Album,Various Artists,2020-05-15,164683,65,8,1,0.594,0.548,0.0119,0.721,0.0,0.216,-4.466,0.0472,177.918,4,2
195,Keep You Mine,Keep You Mine,NOTD,2019-08-02,174760,66,10,1,0.845,0.81,0.267,0.788,0.000172,0.196,-3.663,0.0447,135.991,4,2
196,Iko Iko (My Bestie),Iko Iko (My Bestie),Justin Wellington,2019-06-03,182857,80,5,1,0.827,0.862,0.131,0.753,2.01e-06,0.077,-5.356,0.0625,105.039,4,2
197,Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,183290,82,11,0,0.677,0.794,0.0125,0.793,0.0,0.0952,-4.521,0.0842,123.941,4,2
198,Sweet & Sour (feat. Lauv & Tyga),Sweet & Sour (feat. Lauv & Tyga),Jawsh 685,2020-09-04,163228,65,1,1,0.679,0.827,0.092,0.73,1.35e-05,0.258,-5.324,0.0934,95.003,4,2
199,Higher Love,Higher Love,Kygo,2019-06-28,228267,77,8,1,0.404,0.693,0.0151,0.678,5.71e-06,0.101,-7.159,0.0324,103.952,4,2
200,Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,2021-08-20,184104,84,11,1,0.494,0.776,0.0297,0.808,0.000127,0.103,-4.501,0.117,123.988,4,2
201,Anyone,Anyone,Justin Bieber,2021-01-01,190779,79,2,1,0.584,0.686,0.181,0.538,3.13e-06,0.113,-8.026,0.0345,115.884,4,2
202,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,2021-05-21,154983,87,7,1,0.637,0.721,0.00226,0.738,4.41e-06,0.118,-4.77,0.0403,119.976,4,2
203,Shivers,Shivers,Ed Sheeran,2021-09-10,207853,62,2,1,0.822,0.788,0.281,0.859,0.0,0.0424,-2.724,0.0856,141.02,4,2
204,Wave of You,Wave of You,Surfaces,2021-04-09,213842,71,1,1,0.346,0.695,0.057,0.656,0.0,0.267,-6.038,0.0489,90.986,4,2
205,dancing in the kitchen,dancing in the kitchen,LANY,2021-06-25,208599,73,11,1,0.299,0.619,0.0328,0.736,0.0,0.0864,-7.651,0.0425,93.993,4,2
206,Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,2020-08-06,238805,91,11,1,0.531,0.761,0.44,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,4,2
207,STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,2021-07-09,141805,97,1,1,0.478,0.591,0.0383,0.764,0.0,0.103,-5.484,0.0483,169.928,4,2
208,Safe With Me (with Audrey Mika),Safe With Me (with Audrey Mika),Gryffin,2020-11-19,205164,72,11,1,0.507,0.497,0.0449,0.757,0.0,0.119,-4.189,0.127,169.902,4,2
209,Fly Away,Fly Away,Tones And I,2020-11-13,178156,61,4,1,0.488,0.805,0.223,0.515,0.0,0.238,-6.201,0.0915,124.969,4,2
210,Stay Next To Me (with Chelsea Cutler),Stay Next To Me (with Chelsea Cutler),Quinn XCII,2020-12-04,206045,67,2,1,0.756,0.581,0.0805,0.584,0.0,0.366,-4.928,0.284,179.954,4,2
211,Glad You Exist,Glad You Exist,Dan + Shay,2021-02-05,144533,73,11,1,0.66,0.748,0.235,0.551,0.0,0.119,-6.12,0.0349,103.953,4,2
212,Butterflies,Butterflies,MAX,2021-06-25,191250,76,11,1,0.42,0.7,0.385,0.613,0.0,0.0887,-4.041,0.0408,88.084,4,2
213,You (with Marshmello & Vance Joy),You (with Marshmello & Vance Joy),benny blanco,2021-01-29,169632,71,11,1,0.305,0.668,0.0493,0.563,0.0,0.119,-6.433,0.0522,103.116,4,2
214,Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,2020-10-01,203064,84,6,0,0.915,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4,2
215,Black And White,Heartbreak Weather,Niall Horan,2020-03-13,193089,75,2,1,0.239,0.443,0.0301,0.582,0.0,0.127,-6.02,0.0482,147.589,4,2
216,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,2021-05-20,183725,84,1,1,0.479,0.595,0.216,0.784,0.0,0.0608,-4.878,0.102,124.111,4,2
217,Remember This,Remember This,Jonas Brothers,2021-06-19,178221,71,1,0,0.294,0.669,0.217,0.629,0.0,0.366,-5.018,0.0803,110.865,4,2
218,Missing Piece,Missing Piece,Vance Joy,2021-05-21,217408,69,0,1,0.748,0.633,0.0142,0.843,4.84e-06,0.113,-5.676,0.046,101.982,4,2
219,Cloudy Day,Cloudy Day,Tones And I,2021-06-10,185303,70,4,1,0.366,0.705,0.0643,0.776,2.81e-06,0.0246,-6.096,0.0445,116.011,4,2
220,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix),The Weeknd,2021-04-23,191013,90,0,1,0.593,0.65,0.0215,0.825,2.44e-05,0.0936,-4.645,0.0325,118.091,4,2
221,Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,210463,2,6,0,0.159,0.399,0.058,0.492,0.00101,0.11,-10.777,0.0538,91.066,4,2
222,Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),Alesso,2021-08-20,170457,76,10,1,0.492,0.594,0.0169,0.64,0.0,0.135,-6.865,0.033,92.871,4,2
223,Someday,Human (Deluxe),OneRepublic,2021-08-27,187888,80,0,1,0.213,0.576,0.0311,0.679,0.0,0.323,-7.237,0.034,121.005,4,2
224,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,89,0,1,0.557,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4,2
225,Little Bit of Love,Little Bit of Love (Acoustic),Tom Grennan,2021-01-29,226268,72,1,0,0.623,0.689,0.0833,0.706,0.0,0.105,-4.48,0.0312,106.52,4,2
226,A-O-K,A-O-K,Tai Verdes,2021-05-06,173640,74,11,1,0.862,0.731,0.125,0.626,0.0,0.183,-6.919,0.0805,82.488,4,2
227,Lost,JORDI (Deluxe),Maroon 5,2021-06-11,172597,78,7,0,0.766,0.766,0.223,0.706,0.00028,0.064,-6.553,0.16,142.989,4,2
228,Lose Somebody,Lose Somebody,Kygo,2020-05-15,199549,73,1,1,0.507,0.58,0.344,0.586,0.0,0.0755,-6.883,0.0357,147.988,4,2
229,I Like That,I Like That,Bazzi,2021-07-22,158083,73,6,0,0.68,0.665,0.172,0.692,0.0,0.191,-5.431,0.112,74.474,4,2
230,Midnight (feat. Liam Payne),Midnight (feat. Liam Payne),Alesso,2020-04-08,220140,73,11,0,0.281,0.587,0.0561,0.648,0.0,0.115,-6.927,0.0439,144.028,4,2
231,Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,191406,78,7,1,0.322,0.727,0.0469,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,4,2
232,Overpass Graffiti,=,Ed Sheeran,2021-10-29,236906,89,9,0,0.774,0.52,0.00253,0.849,0.0,0.119,-3.794,0.186,175.908,4,2
233,Lease On Life,Lease On Life,Andy Grammer,2021-06-28,168162,52,2,1,0.606,0.704,0.0593,0.701,0.0,0.126,-5.44,0.0596,88.016,4,2
234,Sunshine,Sunshine,OneRepublic,2021-11-10,163854,77,5,1,0.774,0.697,0.137,0.875,0.0,0.28,-4.621,0.034,140.069,4,2
235,OK Not To Be OK,OK Not To Be OK,Marshmello,2020-09-10,159862,76,1,0,0.263,0.743,0.0172,0.837,0.0,0.0743,-5.025,0.0649,103.072,4,2
236,My Universe,My Universe,Coldplay,2021-09-24,228000,93,9,1,0.443,0.588,0.00813,0.701,0.0,0.2,-6.39,0.0402,104.988,4,2
237,Someone To You,Where The Shadow Ends,BANNERS,2019-10-04,219801,80,2,1,0.652,0.52,0.00517,0.903,0.0,0.254,-5.497,0.042,74.988,4,2
238,Sheesh!,Sheesh!,Surfaces,2021-08-20,148846,72,5,1,0.801,0.743,0.161,0.832,0.0,0.0925,-3.937,0.0611,149.951,4,2
239,Run,Run,OneRepublic,2021-05-05,169010,83,11,0,0.673,0.682,0.326,0.72,0.0,0.148,-8.173,0.0381,117.003,4,2
240,Wild (feat. Gary Clark Jr.),Bigger Love,John Legend,2020-06-19,196906,74,8,1,0.305,0.557,0.036,0.585,0.0,0.176,-6.201,0.0431,63.392,4,2
241,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-09,208866,89,8,1,0.742,0.762,0.235,0.701,0.000158,0.123,-3.541,0.0286,110.968,4,2
242,seaside_demo,seaside_demo,SEB,2021-05-17,132000,30,0,1,0.86,0.706,0.355,0.824,0.000133,0.111,-7.959,0.0694,94.98,4,2
243,Share That Love (feat. G-Eazy),Share That Love (feat. G-Eazy),Lukas Graham,2020-08-21,172398,69,11,0,0.795,0.715,0.162,0.658,0.0,0.0742,-4.304,0.106,158.024,4,2
244,The Bones - with Hozier,The Bones (with Hozier),Maren Morris,2019-10-04,197298,72,11,0,0.355,0.561,0.286,0.597,0.0,0.0979,-6.0,0.0405,76.826,4,2
245,Don't Go Yet,Don't Go Yet,Camila Cabello,2021-07-23,164842,88,10,0,0.61,0.666,0.0492,0.796,0.0,0.0442,-6.967,0.103,110.108,4,2
246,Catching Feelings (feat. Six60),Catching Feelings (feat. Six60),Drax Project,2019-09-04,218854,57,3,1,0.343,0.397,0.607,0.524,0.0,0.157,-5.846,0.103,175.562,4,2
247,Way Less Sad,Way Less Sad,AJR,2021-02-17,206108,66,2,1,0.4,0.701,0.00843,0.547,0.0,0.0987,-8.238,0.0483,140.015,4,2
248,Love Again,Future Nostalgia,Dua Lipa,2020-03-27,258004,75,11,0,0.468,0.659,0.00173,0.667,2.85e-05,0.1,-4.668,0.0339,115.982,4,2
249,Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,225960,63,7,1,0.494,0.622,0.00188,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,4,2
250,Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,2020-03-13,162680,91,2,1,0.399,0.773,0.0153,0.47,0.000193,0.0851,-7.93,0.0299,94.995,4,2
251,For Tonight,For Tonight,Giveon,2021-09-24,193821,81,9,1,0.2,0.442,0.0699,0.517,0.0,0.114,-7.807,0.0548,79.867,4,2
252,Conversations in the Dark - John Legend vs. David Guetta,Conversations in the Dark,John Legend,2020-02-14,210236,67,8,0,0.376,0.572,0.245,0.742,0.0,0.108,-4.589,0.0347,127.19,4,2
253,One Right Now (with The Weeknd),One Right Now,Post Malone,2021-11-05,193506,91,1,1,0.688,0.687,0.0361,0.781,0.0,0.0755,-4.806,0.053,97.014,4,2
254,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,2021-09-24,160656,90,0,0,0.699,0.717,0.0018,0.671,2.54e-06,0.0921,-5.077,0.0337,110.054,4,2
255,SUPERBLOOM,SUPERBLOOM,MisterWives,2020-07-24,213546,71,8,1,0.716,0.558,0.191,0.889,0.000387,0.328,-3.945,0.102,170.102,4,2
256,Know Your Worth,Know Your Worth,Khalid,2020-02-04,181436,75,9,0,0.508,0.79,0.145,0.694,0.00252,0.281,-7.726,0.0708,103.007,4,2
257,Acapulco,Acapulco,Jason Derulo,2021-09-03,139672,87,10,1,0.507,0.774,0.051,0.792,0.0,0.155,-4.021,0.0523,122.062,4,2
258,Take My Breath,Take My Breath,The Weeknd,2021-08-06,220196,87,8,1,0.518,0.748,0.0107,0.74,2.18e-05,0.101,-6.01,0.0484,121.004,4,2
259,All I Know So Far,All I Know So Far,P!nk,2021-05-07,277413,74,4,1,0.296,0.578,0.0586,0.639,0.0,0.0944,-5.749,0.0374,108.045,4,2
260,survivin',survivin',Bastille,2020-09-22,173206,69,7,1,0.68,0.787,0.25,0.78,0.0,0.0908,-5.023,0.129,95.035,4,2
261,Freedom,Freedom,Kygo,2020-04-17,198635,71,7,1,0.39,0.715,0.127,0.635,0.0,0.0862,-6.591,0.0791,112.887,4,2
262,Mariposa,Mariposa,Peach Tree Rascals,2019-08-28,210000,76,9,1,0.421,0.676,0.617,0.525,0.0,0.356,-5.88,0.028,112.011,4,2
263,Blueberry Eyes (feat. SUGA of BTS),Blueberry Eyes (feat. SUGA of BTS),MAX,2020-09-15,172244,71,0,0,0.411,0.746,0.454,0.611,0.000922,0.133,-7.034,0.101,149.967,4,2
264,Let's go to Hell,Let's go to Hell,Tai Verdes,2021-11-03,152181,71,4,0,0.905,0.782,0.141,0.798,0.0,0.685,-5.07,0.0337,127.89,4,2
265,Lil Bit,Lil Bit,Nelly,2020-10-23,195962,75,4,0,0.41,0.707,0.0255,0.689,0.0,0.383,-7.097,0.0387,119.987,4,2
266,Electric Love,Dopamine,BØRNS,2015-10-16,218106,83,6,0,0.518,0.611,0.00543,0.797,0.00137,0.26,-7.627,0.0533,120.041,4,2
267,Tell It To My Heart,Tell It To My Heart,MEDUZA,2021-10-29,165524,81,11,0,0.489,0.539,0.0265,0.715,0.0,0.609,-6.639,0.0595,123.854,4,2
268,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,2021-08-13,202735,95,1,1,0.942,0.796,0.034,0.798,4.19e-05,0.0952,-6.312,0.0317,116.032,4,2
269,Fancy Like,Country Stuff,Walker Hayes,2021-06-04,161853,82,1,1,0.843,0.649,0.114,0.76,0.0,0.317,-6.487,0.0574,80.018,4,2
270,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,2020-07-03,166028,85,8,1,0.905,0.734,0.168,0.874,1.14e-05,0.0489,-3.158,0.0662,122.953,4,2
271,Circles,Circles,Post Malone,2019-08-30,214906,2,0,1,0.534,0.704,0.233,0.758,0.00144,0.0924,-3.537,0.0402,120.003,4,2
272,Let's Fall in Love for the Night,Let’s Fall In Love For The Night,FINNEAS,2018-10-19,190348,74,5,1,0.374,0.737,0.802,0.408,0.0,0.171,-7.941,0.104,127.921,4,2
273,Make You Mine,Make You Mine,PUBLIC,2019-08-09,232906,77,9,1,0.638,0.606,0.0128,0.799,0.0,0.15,-4.452,0.0261,103.014,4,2
274,Where Are You Now,Where Are You Now,Lost Frequencies,2021-07-30,148197,92,6,0,0.262,0.671,0.515,0.636,0.000411,0.172,-8.117,0.103,120.966,4,2
275,3 Nights,"Don't Forget About Me, Demos",Dominic Fike,2018-10-16,177666,76,7,0,0.877,0.815,0.223,0.518,0.0,0.104,-6.594,0.0897,151.891,4,2
276,Adore You,Fine Line,Harry Styles,2019-12-13,207133,84,8,1,0.569,0.676,0.0237,0.771,7e-06,0.102,-3.675,0.0483,99.048,4,2
277,Electric Love,Dopamine,BØRNS,2015-10-16,218106,83,6,0,0.518,0.611,0.00543,0.797,0.00137,0.26,-7.627,0.0533,120.041,4,2
278,"Somehow, Someway","Somehow, Someway",Chad Price,2021-10-29,198733,37,9,1,0.532,0.592,0.631,0.519,0.0,0.0704,-7.827,0.0446,162.102,3,2
279,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,89,0,1,0.557,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4,2
280,Green,Green,Lone Tusker,2021-09-03,159012,50,9,0,0.561,0.667,0.317,0.759,0.0,0.443,-6.639,0.033,100.033,4,2
281,Young Dumb & Broke,American Teen,Khalid,2017-04-27,202546,80,1,1,0.394,0.799,0.199,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4,2
282,I just want a hit,I just want a hit,Tbliss,2021-03-21,92654,28,1,1,0.462,0.731,0.631,0.442,0.000399,0.154,-11.341,0.185,124.962,4,2
283,Peaches,Peaches,Lone Tusker,2021-05-21,169212,53,10,1,0.491,0.708,0.0156,0.736,0.0,0.621,-5.597,0.0767,99.922,4,2
284,Loving Is Easy,Loving Is Easy,Rex Orange County,2017-10-11,155720,76,3,1,0.537,0.756,0.217,0.609,0.00474,0.096,-7.927,0.0544,117.023,4,2
285,Blue,Blue,Revelries,2019-05-31,171428,52,0,0,0.137,0.669,0.41,0.822,9.52e-05,0.202,-4.721,0.0548,125.967,4,2
286,Roblox,Roblox,Angry Children,2019-12-23,150090,31,5,0,0.497,0.788,0.75,0.273,0.0,0.15,-15.789,0.679,77.398,4,2
287,Someone To You,Where The Shadow Ends,BANNERS,2019-10-04,219801,80,2,1,0.652,0.52,0.00517,0.903,0.0,0.254,-5.497,0.042,74.988,4,2
288,Belong To You,Belong To You,Tundra,2021-10-21,145651,31,1,1,0.682,0.668,0.256,0.679,0.0,0.118,-5.016,0.292,93.948,4,2
289,Burn The House Down,The Click (Deluxe Edition),AJR,2018-09-21,212373,28,0,1,0.568,0.455,0.0364,0.66,0.0,0.181,-4.357,0.168,184.353,4,2
290,Shine,Shine,Lucus,2021-09-17,142539,37,5,1,0.849,0.858,0.136,0.507,1.48e-06,0.101,-6.557,0.0383,140.03,4,2
291,Freshman Frenzy,Freshman Frenzy,Angry Children,2020-10-10,175445,35,9,1,0.573,0.871,0.223,0.513,0.000149,0.115,-16.848,0.299,95.965,4,2
292,hot girl bummer,hot girl bummer,blackbear,2019-08-23,185093,7,6,0,0.678,0.778,0.128,0.559,0.0,0.399,-7.109,0.0776,129.989,1,2
293,Scorin,Scorin,Timmixs,2020-12-12,122880,21,8,0,0.582,0.875,0.0356,0.522,1.03e-05,0.104,-10.216,0.158,124.947,4,2
294,Divine,Divine,Sophia Dashing,2021-09-10,197093,30,0,1,0.387,0.609,0.122,0.754,0.00185,0.0727,-5.548,0.0421,125.076,4,2
295,CITY OF ANGELS,DROPPED OUTTA COLLEGE,24kGoldn,2019-11-22,112493,75,0,0,0.724,0.686,0.042,0.541,0.0,0.0675,-4.993,0.0493,120.082,4,2
296,Bad Things,Bad Things,TIOGA,2020-10-29,238208,28,5,1,0.338,0.558,0.00099,0.553,0.076,0.174,-8.54,0.0238,95.978,4,2
297,ruin my life,ruin my life,Kazi,2021-10-15,166888,39,8,1,0.782,0.547,0.0577,0.885,0.0,0.179,-3.532,0.0577,168.019,4,2
298,Street Therapy,Cardinal Sin,Sincerest Don,2021-08-01,168907,56,1,1,0.754,0.601,0.521,0.844,0.0,0.1,-5.366,0.293,79.844,5,2
299,Keep Your Head Up,Andy Grammer,Andy Grammer,2011-06-14,189933,72,0,1,0.816,0.674,0.0469,0.778,0.0,0.145,-5.367,0.0376,90.01,4,2
300,Slowly,Bubblegum,Adam Casanova,2021-08-27,168905,36,9,1,0.751,0.819,0.12,0.554,0.0,0.246,-5.714,0.191,95.023,4,2
301,Drew Barrymore,Carnival,Bryce Vine,2019-09-06,191146,63,11,0,0.261,0.758,0.46,0.574,0.00272,0.102,-6.889,0.0572,151.985,4,2
302,Goldie,Goldie,Sincerest Don,2021-02-05,138945,53,7,1,0.694,0.658,0.213,0.746,4.09e-05,0.389,-4.915,0.24,84.626,4,2
303,Purple Hearts,Purple Hearts,3NIGMA,2020-08-12,115382,52,2,1,0.328,0.792,0.223,0.554,0.00235,0.118,-8.273,0.104,100.0,4,2
304,La La Land (feat. YG),Carnival,Bryce Vine,2019-09-06,177253,66,1,0,0.416,0.774,0.221,0.473,0.0,0.222,-5.122,0.0569,97.953,4,2
305,Fuego,Fuego,NXTFRIDAY,2021-06-18,128935,39,0,0,0.738,0.746,0.674,0.679,0.0,0.117,-9.42,0.0642,120.995,4,2
306,Circles,Hollywood's Bleeding,Post Malone,2019-09-06,215280,87,0,1,0.553,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4,2
307,Daisies,Daisies,Katy Perry,2020-05-15,173123,65,1,1,0.149,0.639,0.0837,0.546,0.0,0.122,-5.382,0.0407,122.179,4,2
308,333!,333!,King Jesse,2021-10-17,186269,42,1,1,0.333,0.469,0.0216,0.585,4.06e-06,0.724,-9.869,0.0596,80.082,4,2
309,Strip That Down (feat. Quavo),LP1,Liam Payne,2019-12-06,202061,0,6,1,0.546,0.873,0.199,0.495,0.0,0.0805,-5.446,0.0518,106.033,4,2
310,Counterfeit,Counterfeit,lilheartbreak,2021-03-25,125596,40,10,1,0.469,0.595,0.34,0.504,0.0,0.067,-9.355,0.0612,80.127,4,2
311,Payphone,Overexposed,Maroon 5,2012-01-01,231386,74,4,1,0.523,0.739,0.0136,0.756,0.0,0.37,-4.828,0.0394,110.028,4,2
312,Yellow Hearts,Yellow Hearts,Ant Saunders,2019-06-18,223255,0,7,1,0.713,0.866,0.117,0.399,0.0,0.0689,-10.938,0.0745,129.047,4,2
313,Magic In The Hamptons (feat. Lil Yachty),Magic In The Hamptons (feat. Lil Yachty),Social House,2018-06-08,164640,75,1,1,0.803,0.769,0.66,0.479,0.0,0.0914,-5.339,0.0385,96.051,4,2
314,Count Me In,Liv and Maddie (Music from the TV Series),Cast - Liv and Maddie,2015-01-01,176986,61,0,1,0.686,0.496,0.0405,0.885,0.0,0.271,-2.481,0.0638,104.93,4,2
315,Moshpit!,Moshpit!,lilheartbreak,2021-10-31,130000,46,5,0,0.836,0.493,0.0998,0.581,0.0,0.0938,-8.19,0.29,137.22,4,2
316,Thnks fr th Mmrs,Infinity On High,Fall Out Boy,2007-01-01,203506,77,10,0,0.588,0.459,0.00511,0.891,0.0,0.106,-5.057,0.0623,154.837,4,2
317,8TEEN,American Teen,Khalid,2017-04-27,228600,77,1,1,0.642,0.83,0.225,0.585,0.00209,0.0576,-5.802,0.0366,105.03,4,2
